PCA_0,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26,PCA_27,PCA_28,PCA_29,PCA_30,PCA_31,PCA_32,PCA_33,PCA_34,PCA_35,prediction,target
2171.950983803868,-7.272654179701938,76.32522802080211,-10.976905811380789,1.4803148326554592,32.34136651697828,-125.6553820482429,0.9340660735431641,-90.13287939791208,27.970882436182087,-0.6491252583363352,16.871319057587378,-30.54427489272461,9.978282144573747,-8.374471382510325,-8.676962792999307,-17.53235544219611,1.908111085988775,-11.294113135234955,12.579239645488467,13.254247765465568,-29.733451785205048,-16.09919362719883,-10.713133950066936,-11.96995464776397,15.079214408320368,-18.769520907211447,-1.9358290276600694,20.07748862543809,-1.1335661611994663,5.156569478554644,3.2207066925844803,8.940034425782176,10.554838447498437,-20.14428243526081,-0.378235719635434,1,1
-37.59873295761411,-39.81181835413294,7.676688699893907,3.049424190113642,-5.28581142279011,7.7072888295997855,0.6575684813129928,0.9957863094521479,0.40385249480050933,-7.130625747479939,-1.0078593703325163,1.4223280531512221,-4.467937213460161,1.1981602722815436,0.7285060463888795,2.2326688107893102,-1.2333207238471648,-0.6151438623055687,-3.5427217221702563,1.6849732111242939,-3.17746446666849,1.0306601183440813,3.0853603154514904,6.537419359998788,3.300703435545542,-5.7733024389300205,-3.6652584696872887,-3.5386529405192557,3.5617886101352068,0.913708445850582,1.4474210118294148,1.224604719136102,-2.4065658570676773,0.7891077415637815,-0.05024410983931256,3.7973966555948313,1,0
658.1035624061827,-4.089167560973706,-28.68703888257396,-27.14533284946534,-11.907400765728898,-8.012313940874288,-57.256645631594154,-13.795631240316201,-21.038802205326167,-0.2221878235119319,-8.40237869532157,6.591939454399872,23.83315703809078,-5.030661894977118,4.757675082918433,-2.7543451521361852,3.5253821747267216,-4.540102008083943,1.6516402551305749,-7.056632785319612,2.6220136539407726,1.616575726550579,3.5612227393543527,0.2550100555471981,-1.3999044176843398,1.5136325748583843,-4.572612711148371,2.1158246501552513,-1.4121562496645472,3.6863321998916785,-1.2834518843678129,-1.2948887436038508,1.916803219339969,4.180625348568843,-2.682334874612475,3.0809903300558616,1,0
-123.95336094344,-47.9342571837102,32.358096916489124,32.29125485984549,4.67866857739722,9.052199779671,3.2319676897342164,-3.329412502501414,3.780629277703921,-2.8199166179189494,1.0335584171440615,-8.479208268189822,-18.551594077024973,-14.471819764953802,1.2340381748042097,0.14686091206882235,-1.081343689149758,4.4530265022100215,-5.215571204340113,-7.108474280175302,-1.5846965965285948,-8.605759515552528,4.619673250174433,-0.8211966671710811,-1.0799597067743973,-8.943580728737839,-2.004963852605429,-11.00317948623745,1.8598922492722385,0.007256093068514824,-2.571844956099864,-5.85934909419417,-6.984618205428159,7.380145939771621,5.551431132453705,2.5619669134308602,1,0
1644.5758034816608,-662.6710504788211,39.305731242937725,-199.27141880549348,8.64952208776116,-34.72080643517835,-86.3885620900268,57.74314897208569,-38.20545456476788,-47.94703012239333,43.8533574286729,-78.9037788330298,-36.74453685471097,-47.83896784220994,15.409648988196894,59.40006433330069,-26.5776928425163,4.21444801078197,38.005093475694466,8.011070391088314,6.996800897887331,-1.0852260639685767,0.1363988499157962,-15.361013993003446,5.652362974235479,6.7850706206277565,40.20611338606636,-24.576807083678585,8.141614469717343,-23.157719393340095,-46.0057116707727,4.879875800310801,5.1905245910366045,59.775602706026895,55.727736667257275,26.349182657493266,1,0
-147.63753329510408,105.81549306068895,125.216311505554,-9.387930976584952,43.884600085992346,56.074218691462974,24.23199025416407,-51.19908581477331,-29.164190821216604,42.084731606902814,33.00383151832535,11.241674648146398,48.03367949136709,-20.809932547930362,-1.76680749947418,-17.629372264222482,-4.130851125765348,-16.330164846865806,-8.755860022925837,-0.07016019479764868,7.8009263858902935,30.389072274482146,35.914794832942015,-0.4543889257139224,9.108034215482785,-6.102704230047497,0.6181705298644327,24.94049074018651,-9.720176681695845,4.4670044408706255,14.735421888586005,-5.650853479407846,-15.163368736590972,-5.601612544903208,0.5346553864852077,12.20466816404832,1,0
-1.676711847954921,-5.892298721780664,-9.60583578397397,2.5858475981585336,0.9246302341113035,3.32499445812264,2.1199271005311453,-12.22427231171161,4.394282167503723,-1.0139009716433092,-3.639389743109076,11.920990194306961,2.6201807838593942,-3.573650278013322,0.3624785072611317,-18.465079005239126,15.998594834335686,9.470918915920265,2.709308780179465,6.378825352402208,1.6484733477749616,2.1631989173512034,6.552276008846049,8.327649744898945,6.526648845592785,4.858588527931377,-3.5633786943975787,1.7546934850472176,1.7646579960951718,1.856422358539191,-1.128133290564494,3.4081211596838172,-0.9984178796719241,1.1255089442233486,-3.662772976961316,-2.3773612292580526,1,0
-1.676711847954921,-5.892298721780664,-9.60583578397397,2.5858475981585336,0.9246302341113035,3.32499445812264,2.1199271005311453,-12.22427231171161,4.394282167503723,-1.0139009716433092,-3.639389743109076,11.920990194306961,2.6201807838593942,-3.573650278013322,0.3624785072611317,-18.465079005239126,15.998594834335686,9.470918915920265,2.709308780179465,6.378825352402208,1.6484733477749616,2.1631989173512034,6.552276008846049,8.327649744898945,6.526648845592785,4.858588527931377,-3.5633786943975787,1.7546934850472176,1.7646579960951718,1.856422358539191,-1.128133290564494,3.4081211596838172,-0.9984178796719241,1.1255089442233486,-3.662772976961316,-2.3773612292580526,1,0
-1.676711847954921,-5.892298721780664,-9.60583578397397,2.5858475981585336,0.9246302341113035,3.32499445812264,2.1199271005311453,-12.22427231171161,4.394282167503723,-1.0139009716433092,-3.639389743109076,11.920990194306961,2.6201807838593942,-3.573650278013322,0.3624785072611317,-18.465079005239126,15.998594834335686,9.470918915920265,2.709308780179465,6.378825352402208,1.6484733477749616,2.1631989173512034,6.552276008846049,8.327649744898945,6.526648845592785,4.858588527931377,-3.5633786943975787,1.7546934850472176,1.7646579960951718,1.856422358539191,-1.128133290564494,3.4081211596838172,-0.9984178796719241,1.1255089442233486,-3.662772976961316,-2.3773612292580526,1,0
-1.676711847954921,-5.892298721780664,-9.60583578397397,2.5858475981585336,0.9246302341113035,3.32499445812264,2.1199271005311453,-12.22427231171161,4.394282167503723,-1.0139009716433092,-3.639389743109076,11.920990194306961,2.6201807838593942,-3.573650278013322,0.3624785072611317,-18.465079005239126,15.998594834335686,9.470918915920265,2.709308780179465,6.378825352402208,1.6484733477749616,2.1631989173512034,6.552276008846049,8.327649744898945,6.526648845592785,4.858588527931377,-3.5633786943975787,1.7546934850472176,1.7646579960951718,1.856422358539191,-1.128133290564494,3.4081211596838172,-0.9984178796719241,1.1255089442233486,-3.662772976961316,-2.3773612292580526,1,0
